user_tweet,,
@SamsungIndia Last 2 months my AC is not working.... called customer care so many times... mailed them... nothing is working.,,
@SamsungIndia Love you Samsung Galaxy mobile phone service,,
@SamsungIndia @Samsung  I have got a defective monitor and complained about it a month ago. Every week I’m calling and getting answer as wait for another week and you’ll get a call from concerned dept. it’s been a month now and no response.,,
The TV I ordered delivered damaged. The pick up was promised but hasn't been done in last 4 days. Multiple follow ups lead to nothing. Help!  @SamsungIndia,,
Taken TV on 12.10.2018.Since from last month display is not working. Need support from @SamsungIndia .Not getting proper response from Samsung as one time they say tv is not in warranty and after word they said tv display in warranty. Now they are telling that contact VS. https://t.co/r7ZAgMkeWg,,
@SamsungIndia today I had bitter experience as I brought a tab to gift and eventually wanted to replace with another and your authorized centre says it can be treated as 2nd hand.this is utmost bitter experience.expecting a response,,
"@SamsungIndia I purchased samsung A31 1 week ago. But fingerprint scanner is not working.
Please replace my mobile.
It will be so kind of you",,
@SamsungIndia worst service by sr executive customer service team. Very disappointed. S9 phone flickering issue after software update. Sr executive said s9 and note phones effected due to software update but service guy not aware of the issue. Traveled 20,,
"@SamsungFreezer @SamsungIndia 
Hello, I have been facing an issue with my fridge cooling and I had raised a complaint on 11 July and since then (Begumpet) service center is closing my service request with fake information and being irresponsive.
@SamsungI",,
"i can't play pubg mobile in my samsung A6+""",,
"@SamsungIndia @Samsung @SamsungUS after sending couple of emails and answering calls from your team again &amp; again, you guys just postpone the dates? I PURCHASE A REFRIDGERATOR AND WITHIN 20 DAYS I FACE ISSUES SERIOUSLY SAMSUNG? PLEASE DO NOT SCAM YOUR",,
@SamsungIndia I had registered a complain for washing machine problem. Its been more than a month but it's still unattended,,
@SamsungIndia bought Samsung M30S phone less than a year back. It wasn’t working so gave in Samsung centre. I was informed that part to be replaced is not available and I will get refund. Due to lockdown and because I had urgency I bought new phone pend,,
@SamsungIndia @SamsungMobile I purchased Samsung Galaxy M31 on 2nd July 2020. Because of manufacturing defect of display nothing is visible. There was no dent on the phone. But the customer care executive denied to provide service under warranty. Kindly l,,
"I bought new samsung m21 on 25th july after 8days It shows sign of too much heat during charging and during phone call.but service centre rejecting for replacement
I bought samsung after using Xiomi phone due to boycott Chinese product.but no use ..@SamsungIndia @GoI_MeitY",,
"@SamsungIndia 
Very Pathetic 
3 times i have completed activity upto direct debit registration. If i want to order phone through Samsung Finanace following error coming
We are unable to process your request at this time.
We apologize for the inconvenience",,
@SamsungIndia @Samsung bought a new #Samsung TV on 1 August in Goa. Still not installed. #badcustomerservice,,
@SamsungIndia Brought a 551 Lit fridge . Almost one year has passed and now handle of the fridge has come off. Have used so many refrigerators in the past but never has the handle come out.,,
"@SamsungIndia I have purchased a new phone A50s in oct’19 and in jan month mother board was failed to work and it’s part replaced in jan but again same problem but service center is asking for repair. If MF defect,why it’s not getting change . 78957",,
"@SamsungIndia @Samsung I ordered a wireless charger on July 24th, but to this date I have not received any information as to when it will be processed shipped and delivered to me. Please look into it . https://t.co/PdLHPDS9ug",,
"@SamsungIndia hi , Your mobile service center in thane is not operational , I visited 2 week back there and trying to reach them but can't contact , My A51 new phone screen is not working , black screen issue",,
"@SamsungIndia Hi we called your service number, told due to covid will take much longer, so we called your regular service Engineer in Coimbatore Mr.Prasad, he referred us to a service agency to get the work done, fridge was serviced for Rs.10500, next da",,
@SamsungIndia Samsung company is best,,
"@SamsungIndia was duped by samsung by their tab 6 lite lte offer, where to complain?",,
@SamsungIndia  This is really https://t.co/CnioVv2OSb you think as customer i should suffer that much of negligence. No calls no response. You're selling your goods but not providing your services. 16 days no fridge going after each one of you but wow not,,
"@SamsungIndia 
Wishing to see something about a #SeamlessExperience 
Next Iteration of Galaxy Unveils Tomorrow 
5 Power Pack Devices
watch live at 7:30 p.m IST",,
"The new Wi-fi enabled Wind-Free™ ACs from Samsung give you total comfort and complete control. Change temperature and settings, get updates on performance and energy usage, and troubleshoot with ease, all from your smartphone. https://t.co/HEDxYFe2I7",,
@SamsungIndia I want to buy galaxy tab S6 lite..can I know details about on it.,,
@SamsungIndia Any good offers for Samsung M21 ??,,
"Dear @SamsungIndia , WhatsApp has crashed on my device. The app isn't taking any commands. It's working perfectly on my other phones. A galaxy M30s, a 4-128 variant which is only 15 days old. I tried restarting the phone, but, to no avail. @SamsungMobile . What do I make of it?",,
"I've been facing Green tint issue on my 20 Days old Galaxy S10 Lite ... 
Even visited service centre but they are not providing any solutions ... 
Please look into issue ...
@SamsungMobile @SamsungIndia @Samsung https://t.co/lqKsuT7Deo",,
@SamsungIndia @SamsungMobile @Samsung You guys havent resolved my issue. You customer service supervisor says she forgot to send the email out of her outbox.Its more than a week now and no progress and i am without a phone! #boycottSamsung https://t.co/NK,,
"@SamsungIndia Only the service pretends. They fraud in the company with service centers, how are they cheating with me.last one month complaint pending.If you don't want to help, then no problem. What can I do next?",,
Ordered two products from @SamsungIndia on July 21. It's been more than 10 days - there is no update whatsoever. Call and chat support non-existant. Always telling me to wait 24 hrs &amp; nothing happens. Will be filing a complaint cnsmer forum at @consaff @jagograhakjago soon.,,
"@SamsungMobile @SamsungIndia @Samsung
Service No.-4306026644
I am being given a voucher of lesser amount
Need urgent assistance
Please reply DMs",,
"Hi @SamsungIndia, my M30s mobile is keep restarting and couldn't able to login to safe mode also. Do you have any solution for this? https://t.co/593HRya4xF",,
"@SamsungIndia I brought a led tv last month Model UA32T4350.
It accidentally fallen down from wall mount yesterday and display screen has broken. I wanted to know cost of its screen and please help me out in this tough situation to provide some discount. ",,
@SamsungIndia love to know why your customer service is so poor and no one can even reply to 7 emails asking for some help - its a disaster - anyone else seeing the same?,,
@SamsungIndia samsung M31 is unable to catch wifi connection while my other phones are doing great on same range and fast charging not working take  3 hours to recharge. Worst experience with this handset  #samsungM31 #SamsungM31S #Connectivity #fastcharg,,
"@SamsungIndia lots of time to change the spin motor in my washing machine in this bad weather. my mom have lots of problems, no one care about my complaint please help me.",,
"Samsung battery draining issue from last March20 my handset is in warranty still samsung is not helping!
@SamsungIndia i have given my mobile for repair in your service centre they told me that my mobile was repair in 3 days but now its 6 days and they still not repair my phone and now they are telling that they need 10 days more. ",,
Bill no 4306855916,,
"I want """,,
"@SamsungIndia this phone is my eye 😍😍
Love it Samsung",,
@SamsungIndia Samsung brand main point in camera quality is best ❤️❤️❤️❤️❤️❤️,,
@SamsungIndia मैंने 6 महीने पहले A70S खरीदा था।  यह कैमरा गंभीर मुद्दों है।  वीडियो का दृश्य और ऑडियो अलग-अलग आ�,,
@SamsungIndia am looking for Note 10+ in Bangalore. If its availabe can yo please share the store details pls,,
@SamsungIndia  I am using a51 since one month. Battery  🔋 draining  is much fast without  using the mobile and with in use also . So please  solve   this problem  with an update.  Thank u,,
